Campaign,Ad Group,Ad type,Final URL,Status,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Headline 1 position,Headline 2 position,Headline 3 position,Headline 4 position,Headline 5 position,Headline 6 position,Headline 7 position,Headline 8 position,Headline 9 position,Headline 10 position,Headline 11 position,Headline 12 position,Headline 13 position,Headline 14 position,Headline 15 position,Description 1,Description 2,Description 3,Description 4
Show - Sports Spectacular Chicago Nov 2026,Sports Spectacular - Show Name,Responsive search ad,https://www.dcmgrading.com/card-shows/chicago-sports-spectacular-fall-2026,Enabled,Sports Spectacular 2026,"Nov 20-22 · Rosemont, IL","Card Show In Chicago, IL",Rosemont Venue Details,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Sports Spectacular: Nov 20-22 in Rosemont, IL. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Sports Spectacular Chicago Nov 2026,Sports Spectacular - Chicago Card Show,Responsive search ad,https://www.dcmgrading.com/card-shows/chicago-sports-spectacular-fall-2026,Enabled,"Card Show In Chicago, IL",Sports Spectacular 2026,"Nov 20-22 · Rosemont, IL",Rosemont Venue Details,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Sports Spectacular: Nov 20-22 in Rosemont, IL. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Sports Spectacular Chicago Nov 2026,Sports Spectacular - Venue,Responsive search ad,https://www.dcmgrading.com/card-shows/chicago-sports-spectacular-fall-2026,Enabled,Rosemont Venue Details,Sports Spectacular 2026,"Nov 20-22 · Rosemont, IL","Card Show In Chicago, IL","Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Sports Spectacular: Nov 20-22 in Rosemont, IL. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Collect-A-Con NJ New Jersey Nov 2026,Collect-A-Con NJ - Show Name,Responsive search ad,https://www.dcmgrading.com/card-shows/collect-a-con-new-jersey-fall-2026,Enabled,Collect-A-Con NJ 2026,"Nov 21-22 · Edison, NJ","Card Show In New Jersey, NJ",At New Jersey Convention,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Collect-A-Con NJ: Nov 21-22 in Edison, NJ. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Collect-A-Con NJ New Jersey Nov 2026,Collect-A-Con NJ - New Jersey Card Show,Responsive search ad,https://www.dcmgrading.com/card-shows/collect-a-con-new-jersey-fall-2026,Enabled,"Card Show In New Jersey, NJ",Collect-A-Con NJ 2026,"Nov 21-22 · Edison, NJ",At New Jersey Convention,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Collect-A-Con NJ: Nov 21-22 in Edison, NJ. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Collect-A-Con NJ New Jersey Nov 2026,Collect-A-Con NJ - Venue,Responsive search ad,https://www.dcmgrading.com/card-shows/collect-a-con-new-jersey-fall-2026,Enabled,At New Jersey Convention,Collect-A-Con NJ 2026,"Nov 21-22 · Edison, NJ","Card Show In New Jersey, NJ","Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Collect-A-Con NJ: Nov 21-22 in Edison, NJ. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Northeast Card Expo Boston Nov 2026,Northeast Card Expo - Show Name,Responsive search ad,https://www.dcmgrading.com/card-shows/northeast-card-expo-quincy-2026,Enabled,Northeast Card Expo 2026,"Nov 21-22 · Quincy, MA","Card Show In Boston, MA",At Marriott Boston Quincy,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Northeast Card Expo: Nov 21-22 at Marriott Boston Quincy. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Northeast Card Expo Boston Nov 2026,Northeast Card Expo - Boston Card Show,Responsive search ad,https://www.dcmgrading.com/card-shows/northeast-card-expo-quincy-2026,Enabled,"Card Show In Boston, MA",Northeast Card Expo 2026,"Nov 21-22 · Quincy, MA",At Marriott Boston Quincy,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Northeast Card Expo: Nov 21-22 at Marriott Boston Quincy. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Northeast Card Expo Boston Nov 2026,Northeast Card Expo - Venue,Responsive search ad,https://www.dcmgrading.com/card-shows/northeast-card-expo-quincy-2026,Enabled,At Marriott Boston Quincy,Northeast Card Expo 2026,"Nov 21-22 · Quincy, MA","Card Show In Boston, MA","Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Northeast Card Expo: Nov 21-22 at Marriott Boston Quincy. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Pokemon Regionals Las Vegas Dec 2026,Pokemon Regionals - Show Name,Responsive search ad,https://www.dcmgrading.com/card-shows/pokemon-regional-las-vegas-2026,Enabled,Pokemon Regionals 2026,"Dec 4-6 · Las Vegas, NV","Card Show In Las Vegas, NV",Las Vegas Venue Details,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Pokemon Regionals: Dec 4-6 in Las Vegas, NV. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Pokemon Regionals Las Vegas Dec 2026,Pokemon Regionals - Las Vegas Card Show,Responsive search ad,https://www.dcmgrading.com/card-shows/pokemon-regional-las-vegas-2026,Enabled,"Card Show In Las Vegas, NV",Pokemon Regionals 2026,"Dec 4-6 · Las Vegas, NV",Las Vegas Venue Details,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Pokemon Regionals: Dec 4-6 in Las Vegas, NV. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Collect-A-Con LA Los Angeles Dec 2026,Collect-A-Con LA - Show Name,Responsive search ad,https://www.dcmgrading.com/card-shows/collect-a-con-los-angeles-winter-2026,Enabled,Collect-A-Con LA 2026,"Dec 5-6 · Los Angeles, CA","Card Show In Los Angeles, CA",Los Angeles Venue Details,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Collect-A-Con LA: Dec 5-6 at Los Angeles Convention Center. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Collect-A-Con LA Los Angeles Dec 2026,Collect-A-Con LA - Los Angeles Card Show,Responsive search ad,https://www.dcmgrading.com/card-shows/collect-a-con-los-angeles-winter-2026,Enabled,"Card Show In Los Angeles, CA",Collect-A-Con LA 2026,"Dec 5-6 · Los Angeles, CA",Los Angeles Venue Details,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Collect-A-Con LA: Dec 5-6 at Los Angeles Convention Center. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Collect-A-Con LA Los Angeles Dec 2026,Collect-A-Con LA - Venue,Responsive search ad,https://www.dcmgrading.com/card-shows/collect-a-con-los-angeles-winter-2026,Enabled,Los Angeles Venue Details,Collect-A-Con LA 2026,"Dec 5-6 · Los Angeles, CA","Card Show In Los Angeles, CA","Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Collect-A-Con LA: Dec 5-6 at Los Angeles Convention Center. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Philly Show Philadelphia Dec 2026,Philly Show - Show Name,Responsive search ad,https://www.dcmgrading.com/card-shows/philly-show-december-2026,Enabled,Philly Show 2026,"Dec 11-13 · Oaks, PA","Card Show In Philadelphia, PA",Oaks Venue Details,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Philly Show: Dec 11-13 at Greater Philadelphia Expo Center. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Philly Show Philadelphia Dec 2026,Philly Show - Philadelphia Card Show,Responsive search ad,https://www.dcmgrading.com/card-shows/philly-show-december-2026,Enabled,"Card Show In Philadelphia, PA",Philly Show 2026,"Dec 11-13 · Oaks, PA",Oaks Venue Details,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Philly Show: Dec 11-13 at Greater Philadelphia Expo Center. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Philly Show Philadelphia Dec 2026,Philly Show - Venue,Responsive search ad,https://www.dcmgrading.com/card-shows/philly-show-december-2026,Enabled,Oaks Venue Details,Philly Show 2026,"Dec 11-13 · Oaks, PA","Card Show In Philadelphia, PA","Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Philly Show: Dec 11-13 at Greater Philadelphia Expo Center. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Orlando Card Show Dec 2026,Orlando Card Show - Show Name,Responsive search ad,https://www.dcmgrading.com/card-shows/orlando-card-show-dec-2026,Enabled,Orlando Card Show 2026,"Dec 18-19 · Apopka, FL","Card Show In Orlando, FL",At The Bahia Shrine,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Orlando Card Show: Dec 18-19 at The Bahia Shrine, Apopka, FL. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Orlando Card Show Dec 2026,Orlando Card Show - Orlando Card Show,Responsive search ad,https://www.dcmgrading.com/card-shows/orlando-card-show-dec-2026,Enabled,"Card Show In Orlando, FL",Orlando Card Show 2026,"Dec 18-19 · Apopka, FL",At The Bahia Shrine,"Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Orlando Card Show: Dec 18-19 at The Bahia Shrine, Apopka, FL. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
Show - Orlando Card Show Dec 2026,Orlando Card Show - Venue,Responsive search ad,https://www.dcmgrading.com/card-shows/orlando-card-show-dec-2026,Enabled,At The Bahia Shrine,Orlando Card Show 2026,"Dec 18-19 · Apopka, FL","Card Show In Orlando, FL","Dates, Venue & Highlights",Grade Cards From A Photo,Check Centering Before Buying,Get 2 Free Card Grades,10% Off Credits: CARDSHOW,Graded In About A Minute,Real Sold-Listing Pricing,No Mailing Required,Verify A Slab By QR,Subgrades & Centering Report,,1,2,,,,,,,,,,,,,,"Orlando Card Show: Dec 18-19 at The Bahia Shrine, Apopka, FL. Dates, hours and highlights.",Heading to the show? Grade your pulls from a photo in about a minute. Two free grades.,Check centering and condition before you buy at the table. 10% off credits with CARDSHOW.,Real sold-listing pricing and a scannable grade report for every card. No mailing needed.
